cabinet,cabinet_number,cabinet_name,uniqueID,cabinet_from,cabinet_to,cabinet_comment
Lyons Ministry (UAP),,"Parkhill, RA",Parkhill1879,1932-04-12,1932-10-13,
Lyons Ministry (UAP),,"Perkins, JA",Perkins1878,1932-10-13,1934-10-12,
Lyons Ministry (UAP),,"Harrison, EJ",Harrison1892,1934-10-12,1934-11-09,
Lyons Ministry (UAP),,"Paterson, T (CP)",Paterson1882,1934-11-09,1937-11-29,
Lyons Ministry (UAP),,"McEwen, J (CP)",McEwen1900,1937-11-29,1938-11-07,
Lyons Ministry (UAP),,"Hawker, CAS",Hawker1894,1932-01-06,1932-04-13,
Lyons Ministry (UAP),,"Hawker, CAS",Hawker1894,1932-04-13,1932-09-23,
Lyons Ministry (UAP),,"Lyons, JA",Lyons1879,1932-10-03,1932-10-13,
Lyons Ministry (UAP),,"Stewart, FH",Stewart1884,1932-10-13,1934-11-09,
Lyons Ministry (UAP),,"Page, ECG (CP)",Page1880,1934-11-09,1938-11-07,
Lyons Ministry (UAP),,"Marr, CWC",Marr1880,1932-01-06,1934-10-12,
Lyons Ministry (UAP),,"Hughes, WM",Hughes1862,1934-10-12,1935-11-06,
Lyons Ministry (UAP),,"Lyons, JA",Lyons1879,1935-11-08,1936-02-26,
Lyons Ministry (UAP),,"Hughes, WM",Hughes1862,1936-02-26,1937-11-29,
Lyons Ministry (UAP),,"Page, ECG (CP)",Page1880,1937-11-29,1938-11-07,
Lyons Ministry (UAP),,"Hawker, CAS",Hawker1894,1932-01-06,1932-04-12,
Lyons Ministry (UAP),,"Marr, CWC",Marr1880,1932-04-12,1934-10-12,
Lyons Ministry (UAP),,"Lyons, JA",Lyons1879,1935-11-08,1936-02-06,
Lyons Ministry (UAP),,"Hughes, WM",Hughes1862,1936-02-06,1937-11-29,
Lyons Ministry (UAP),,"Foll, Senator HS",Foll1890,1937-11-29,1938-11-07,
Lyons Ministry (UAP),,"McLachlan, Senator AJ",McLachlan1872,1932-01-06,1934-10-12,
Lyons Ministry (UAP),,"Lyons, JA",Lyons1879,1935-11-08,1937-11-29,
Lyons Ministry (UAP),,"Marr, CWC",Marr1880,1932-01-06,1934-05-24,
Lyons Ministry (UAP),,"Lawson, Senator HSW",Lawson1875,1934-05-24,1934-10-12,
Lyons Ministry (UAP),,"McLachlan, Senator AJ",McLachlan1872,1932-01-06,1937-11-29,
Lyons Ministry (UAP),,"Casey, RG",Casey1890,1937-11-29,1938-11-07,
Lyons Ministry (UAP),,"Francis, J",Francis1890,1932-01-06,1934-11-09,
Lyons Ministry (UAP),,"Thorby, HVC (CP)",Thorby1888,1934-11-09,1936-09-11,
Lyons Ministry (UAP),,"Hunter, JAJ (CP)",Hunter1882,1936-09-11,1937-11-29,
Lyons Ministry (UAP),,"Bruce, SM",Bruce1883,1932-06-23,1932-09-26,
Lyons Ministry (UAP),,"Marr, CWC",Marr1880,1934-10-12,1934-11-09,
Lyons Ministry (UAP),,"Bruce, SM",Bruce1883,1932-09-26,1933-10-06,
Lyons Ministry (UAP),,"Marr, CWC",Marr1880,1934-11-09,1934-12-31,
Lyons Ministry (UAP),,"Bruce, SM",Bruce1883,1932-01-06,1932-06-29,
Lyons Ministry (UAP),,"Casey, RG",Casey1890,1934-10-12,1935-10-03,
Lyons Ministry (UAP),,"Massy-Greene, W",MassyGreene1874,1932-01-06,1933-09-25,
Lyons Ministry (UAP),,"Casey, RG",Casey1890,1933-09-25,1934-10-12,
Lyons Ministry (UAP),,"Lawson, Senator HSW",Lawson1875,1933-10-17,1934-10-12,
Lyons Ministry (UAP),,"Thompson, VC (CP)",Thompson1885,1937-11-29,1938-11-07,
Lyons Ministry (UAP),,"Brennan, Senator TC",Brennan1866,1934-11-09,1937-11-29,
Lyons Ministry (UAP),,"Francis, J",Francis1890,1932-01-06,1934-10-12,
Lyons Ministry (UAP),,"Perkins, JA",Perkins1878,1932-01-06,1932-10-13,
Lyons Ministry (UAP),,"Guy, JA",Guy1890,1932-10-13,1934-10-12,
Lyons Ministry (UAP),,"Perkins, JA",Perkins1878,1937-11-29,1938-11-07,
Lyons Ministry (UAP),,"Gullett, HS",Gullett1878,1934-10-12,1937-03-11,
Lyons Ministry (UAP),,"Hunter, JAJ (CP)",Hunter1882,1934-11-09,1935-09-01,
Lyons Ministry (UAP),,"Hunter, JAJ (CP)",Hunter1882,1935-09-23,1937-11-29,
Lyons Ministry (UAP),,"Thompson, VC (CP)",Thompson1885,1938-02-01,1938-11-07,
Lyons Ministry (UAP),,"Brennan, Senator TC",Brennan1866,1934-10-12,1937-11-29,
Lyons Ministry (UAP),,"Thorby, HVC (CP)",Thorby1888,1935-09-01,1937-11-29,
Lyons Ministry (UAP),,"Hunter, JAJ (CP)",Hunter1882,1937-03-18,1937-07-25,
Lyons Ministry (UAP),,"MacDonald, Senator AN ",#N/A,1937-11-29,1938-11-07,
Lyons Ministry (UAP),,"Cameron, AG (CP)",Cameron1895,1937-11-29,1938-11-07,
Lyons Ministry (UAP),,"Francis, J",Francis1890,1934-10-12,1934-11-09,
Lyons Ministry (UAP),,"Thorby, HVC (CP)",Thorby1888,1934-11-09,1935-09-01,
Lyons Ministry (UAP),,"Hunter, JAJ (CP)",Hunter1882,1935-09-01,1937-11-29,
Lyons Ministry (UAP),,"Massy-Greene, Senator",MassyGreene1874,1932-01-06,1932-06-23,
Lyons Ministry (UAP-CP Coalition),2,"Lyons, JA",Lyons1879,1938-11-07,1939-04-07,
Lyons Ministry (UAP-CP Coalition),,"Page, ECG (CP)",Page1880,1938-11-07,1939-04-07,
Lyons Ministry (UAP-CP Coalition),,"Menzies, RG",Menzies1894,1938-11-07,1939-03-20,
Lyons Ministry (UAP-CP Coalition),,"Hughes, WM",Hughes1862,1939-03-20,1939-04-07,
Lyons Ministry (UAP-CP Coalition),,"Hughes, WM",Hughes1862,1938-11-07,1939-04-07,
Lyons Ministry (UAP-CP Coalition),,"Casey, RG",Casey1890,1938-11-07,1939-04-07,
Lyons Ministry (UAP-CP Coalition),,"White, TW",White1888,1938-11-07,1938-11-08,
Lyons Ministry (UAP-CP Coalition),,"Perkins, JA",Perkins1878,1938-11-08,1939-04-07,
Lyons Ministry (UAP-CP Coalition),,"Thorby, HVC (CP)",Thorby1888,1938-11-07,1939-04-07,
Lyons Ministry (UAP-CP Coalition),,"Street, GA",Street1894,1938-11-07,1939-04-07,
Lyons Ministry (UAP-CP Coalition),,"McEwen, J (CP)",McEwen1900,1938-11-07,1939-04-07,
Lyons Ministry (UAP-CP Coalition),,"McLeay, Senator G",McLeay1892,1938-11-07,1939-04-07,
Lyons Ministry (UAP-CP Coalition),,"Foll, Senator HS",Foll1890,1938-11-07,1939-04-07,
Lyons Ministry (UAP-CP Coalition),,"Cameron, AG (CP)",Cameron1895,1938-11-07,1939-04-07,
Lyons Ministry (UAP-CP Coalition),,"Perkins, JA",Perkins1878,1938-11-07,1938-11-08,
Lyons Ministry (UAP-CP Coalition),,"Harrison, EJ",Harrison1892,1938-11-08,1939-04-07,
Lyons Ministry (UAP-CP Coalition),,"Thompson, VC (CP)",Thompson1885,1938-11-07,1939-04-07,
Lyons Ministry (UAP-CP Coalition),,"MacDonald, Senator AN",MacDonald1892,1938-11-07,1939-04-07,
Page Ministry (CP-UAP Coalition),,"Page, ECG (CP)",Page1880,1939-04-07,1939-04-26,
Page Ministry (CP-UAP Coalition),,"Hughes, WM",Hughes1862,1939-04-07,1939-04-26,
Page Ministry (CP-UAP Coalition),,"Casey, RG",Casey1890,1939-04-07,1939-04-26,
Page Ministry (CP-UAP Coalition),,"Thorby, HVC (CP)",Thorby1888,1939-04-07,1939-04-26,
Page Ministry (CP-UAP Coalition),,"Perkins, JA",Perkins1878,1939-04-07,1939-04-26,
Page Ministry (CP-UAP Coalition),,"Street, GA",Street1894,1939-04-07,1939-04-26,
Page Ministry (CP-UAP Coalition),,"McEwen, J (CP)",McEwen1900,1939-04-07,1939-04-26,
Page Ministry (CP-UAP Coalition),,"McLeay, Senator G",McLeay1892,1939-04-07,1939-04-26,
Page Ministry (CP-UAP Coalition),,"Foll, Senator HS",Foll1890,1939-04-07,1939-04-26,
Page Ministry (CP-UAP Coalition),,"Cameron, AG (CP)",Cameron1895,1939-04-07,1939-04-26,
Page Ministry (CP-UAP Coalition),,"Harrison, EJ",Harrison1892,1939-04-07,1939-04-26,
Page Ministry (CP-UAP Coalition),,"Thompson, VC (CP)",Thompson1885,1939-04-07,1939-04-26,
Page Ministry (CP-UAP Coalition),,"MacDonald, Senator AN",MacDonald1892,1939-04-07,1939-04-26,
Menzies Ministry (UAP),1,"Menzies, RG",Menzies1894,1939-04-26,1940-03-14,
Menzies Ministry (UAP),,"Menzies, RG",Menzies1894,1939-04-26,1940-03-14,
Menzies Ministry (UAP),,"Hughes, WM",Hughes1862,1939-04-26,1940-03-14,
Menzies Ministry (UAP),,"Casey, RG",Casey1890,1939-04-26,1940-01-26,
Menzies Ministry (UAP),,"Stewart, FH",Stewart1884,1940-01-26,1940-03-14,
Menzies Ministry (UAP),,"Street, GA",Street1894,1939-04-26,1939-11-13,
Menzies Ministry (UAP),,"Street, GA",Street1894,1939-11-13,1940-03-14,
Menzies Ministry (UAP),,"Menzies, RG",Menzies1894,1939-11-13,1940-03-14,
Menzies Ministry (UAP),,"Gullett, HS",Gullett1878,1939-04-26,1940-03-14,
Menzies Ministry (UAP),,"Gullett, HS",Gullett1878,1939-09-12,1940-03-14,
Menzies Ministry (UAP),,"McLeay, Senator G",McLeay1892,1939-04-26,1940-03-14,
Menzies Ministry (UAP),,"Foll, Senator HS",Foll1890,1939-04-26,1940-03-14,
Menzies Ministry (UAP),,"Harrison, EJ",Harrison1892,1939-04-26,1940-03-14,
Menzies Ministry (UAP),,"Lawson, JN",Lawson1897,1939-04-26,1940-02-23,
Menzies Ministry (UAP),,"Menzies, RG",Menzies1894,1940-02-23,1940-03-14,
Menzies Ministry (UAP),,"Stewart, FH",Stewart1884,1939-04-26,1940-03-14,
Menzies Ministry (UAP),,"Stewart, FH",Stewart1884,1939-11-13,1940-03-14,
Menzies Ministry (UAP),,"Fairbairn, JV",Fairbairn1897,1939-11-13,1940-03-14,
Menzies Ministry (UAP),,"Fairbairn, JV",Fairbairn1897,1939-04-26,1940-03-14,
Menzies Ministry (UAP),,"Fairbairn, JV",Fairbairn1897,1939-04-26,1940-01-26,
Menzies Ministry (UAP),,"Spender, PC",Spender1897,1940-01-26,1940-03-14,
Menzies Ministry (UAP),,"Perkins, JA",Perkins1878,1939-04-26,1940-03-14,
Menzies Ministry (UAP),,"Collett, Senator HB",Collett1877,1939-04-26,1940-03-14,
Menzies Ministry (UAP),,"Spender, PC",Spender1897,1939-04-26,1939-11-03,
Menzies Ministry (UAP),,"Holt, HE",Holt1908,1939-04-26,1940-03-14,
Menzies Ministry (UAP),,"McBride, Senator PAM",McBride1892,1939-04-26,1940-03-14,
Menzies Ministry (UAP),,"Holt, HE",Holt1908,1940-02-23,1940-03-14,
Menzies Ministry (UAP-CP Coalition),2,"Menzies, RG",Menzies1894,1940-03-14,1940-10-28,
Menzies Ministry (UAP-CP Coalition),,"Menzies, RG",Menzies1894,1940-03-14,1940-10-28,
Menzies Ministry (UAP-CP Coalition),,"Menzies, RG",Menzies1894,1940-06-11,1940-10-28,
Menzies Ministry (UAP-CP Coalition),,"Cameron, AG (CP)",Cameron1895,1940-03-14,1940-10-28,
Menzies Ministry (UAP-CP Coalition),,"Hughes, WM",Hughes1862,1940-03-14,1940-10-28,
Menzies Ministry (UAP-CP Coalition),,"Street, GA",Street1894,1940-03-14,1940-08-13,
Menzies Ministry (UAP-CP Coalition),,"McBride, Senator PAM",McBride1892,1940-08-14,1940-10-28,
Menzies Ministry (UAP-CP Coalition),,"Gullett, HS",Gullett1878,1940-03-14,1940-08-13,
Menzies Ministry (UAP-CP Coalition),,"Collett, Senator HB",Collett1877,1940-08-14,1940-10-28,
Menzies Ministry (UAP-CP Coalition),,"Stewart, FH",Stewart1884,1940-03-14,1940-10-28,
Menzies Ministry (UAP-CP Coalition),,"Thorby, HVC (CP)",Thorby1888,1940-03-14,1940-10-28,
Menzies Ministry (UAP-CP Coalition),,"Spender, PC",Spender1897,1940-03-14,1940-10-28,
Menzies Ministry (UAP-CP Coalition),,"McLeay, Senator G",McLeay1892,1940-03-14,1940-10-28,
Menzies Ministry (UAP-CP Coalition),,"McEwen, J (CP)",McEwen1900,1940-03-14,1940-10-28,
Menzies Ministry (UAP-CP Coalition),,"Foll, Senator HS",Foll1890,1940-03-14,1940-10-28,
Menzies Ministry (UAP-CP Coalition),,"Fairbairn, JV",Fairbairn1897,1940-03-14,1940-08-13,
Menzies Ministry (UAP-CP Coalition),,"Fadden, AW (CP)",Fadden1894,1940-08-14,1940-10-28,
Menzies Ministry (UAP-CP Coalition),,"Collett, Senator HB",Collett1877,1940-03-14,1940-08-13,
Menzies Ministry (UAP-CP Coalition),,"Nock, HK (CP)",Nock1879,1940-03-14,1940-10-28,
Menzies Ministry (UAP-CP Coalition),,"McBride, Senator PAM",McBride1892,1940-03-14,1940-08-13,
Menzies Ministry (UAP-CP Coalition),,"McBride, Senator PAM",McBride1892,1940-08-13,1940-10-28,
Menzies Ministry (UAP-CP Coalition),,"Fadden, AW (CP)",Fadden1894,1940-03-14,1940-08-14,
Menzies Ministry (UAP-CP Coalition),3,"Menzies, RG",Menzies1894,1940-10-28,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Menzies, RG",Menzies1894,1940-10-28,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Menzies, RG",Menzies1894,1940-10-28,1940-12-13,
Menzies Ministry (UAP-CP Coalition),,"Foll, Senator HS",Foll1890,1940-12-13,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Fadden, AW (CP)",Fadden1894,1940-10-28,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Hughes, WM",Hughes1862,1940-10-28,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Spender, PC",Spender1897,1940-10-28,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"McLeay, Senator G",McLeay1892,1940-10-28,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"McLeay, Senator G",McLeay1892,1940-10-28,1941-06-26,
Menzies Ministry (UAP-CP Coalition),,"Collett, Senator HB",Collett1877,1941-06-26,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Collins, TJ (CP)",Collins1886,1940-10-28,1941-06-26,
Menzies Ministry (UAP-CP Coalition),,"McEwen, J (CP)",McEwen1900,1941-06-26,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"McEwen, J (CP)",McEwen1900,1940-10-28,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Foll, Senator HS",Foll1890,1940-10-28,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Page, ECG (CP)",Page1880,1940-10-28,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Stewart, FH",Stewart1884,1940-10-28,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"McBride, Senator PAM",McBride1892,1940-10-28,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"McBride, Senator PAM",McBride1892,1940-10-28,1941-06-26,
Menzies Ministry (UAP-CP Coalition),,"McLeay, Senator G",McLeay1892,1941-06-26,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Harrison, EJ",Harrison1892,1940-10-28,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Holt, HE",Holt1908,1940-10-28,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Collett, Senator HB",Collett1877,1940-10-28,1941-06-26,
Menzies Ministry (UAP-CP Coalition),,"Leckie, Senator JW",Leckie1872,1941-06-26,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Anthony, HL (CP)",Anthony1897,1941-06-26,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Spooner, ES",Spooner1891,1941-06-26,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Abbott, JP (CP)",Abbott1891,1941-06-26,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"McDonald, AMcK",McDonald1888,1941-06-26,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Anthony, HL (CP)",Anthony1897,1940-10-28,1941-06-26,
Menzies Ministry (UAP-CP Coalition),,"Collins, TJ (CP)",Collins1886,1941-06-26,1941-08-29,
Menzies Ministry (UAP-CP Coalition),,"Leckie, Senator JW",Leckie1872,1940-10-28,1941-06-26,
Fadden Ministry (CP-UAP Coalition),,"Fadden, AW (CP)",Fadden1894,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"Menzies, RG",Menzies1894,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"Hughes, WM",Hughes1862,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"Spender, PC",Spender1897,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"McLeay, Senator G",McLeay1892,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"McEwen, J (CP)",McEwen1900,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"Foll, Senator HS",Foll1890,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"Page, ECG (CP)",Page1880,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"Stewart, FH",Stewart1884,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"McBride, Senator PAM",McBride1892,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"Harrison, EJ",Harrison1892,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"Holt, HE",Holt1908,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"Collett, Senator HB",Collett1877,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"Collins, TJ (CP)",Collins1886,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"Leckie, Senator JW",Leckie1872,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"Anthony, HL (CP)",Anthony1897,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"Spooner, ES",Spooner1891,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"Abbott, JP (CP)",Abbott1891,1941-08-29,1941-10-07,
Fadden Ministry (CP-UAP Coalition),,"McDonald, AMcK",McDonald1888,1941-08-29,1941-10-07,
Curtin Ministry (ALP),1,"Curtin, J",Curtin1885,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Curtin, J",Curtin1885,1941-10-07,1942-04-14,
Curtin Ministry (ALP),,"Curtin, J",Curtin1885,1942-04-14,1943-09-21,
Curtin Ministry (ALP),,"Forde, FM",Forde1890,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Chifley, JB",Chifley1885,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Chifley, JB",Chifley1885,1942-12-22,1943-09-21,
Curtin Ministry (ALP),,"Evatt, HV",Evatt1894,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Beasley, JA",Beasley1895,1941-10-07,1942-10-17,
Curtin Ministry (ALP),,"Beasley, JA",Beasley1895,1942-10-17,1943-09-21,
Curtin Ministry (ALP),,"Collings, Senator JS",Collings1865,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Makin, NJO",Makin1889,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Holloway, EJ",Holloway1875,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Keane, Senator RV",Keane1881,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Drakeford, AS",Drakeford1878,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Scully, WJ",Scully1890,1941-10-07,1942-12-22,
Curtin Ministry (ALP),,"Scully, WJ",Scully1890,1942-12-22,1943-09-21,
Curtin Ministry (ALP),,"Ashley, Senator WP",Ashley1881,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Ward, EJ",Ward1899,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Frost, CW",Frost1882,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Dedman, JJ",Dedman1896,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Lazzarini, HP",Lazzarini1894,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Fraser, Senator JM",Fraser1889,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Cameron, Senator D",Cameron1878,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Lawson, G",Lawson1880,1941-10-07,1943-09-21,
Curtin Ministry (ALP),,"Fraser, Senator JM",Fraser1889,1942-02-21,1943-09-21,
Curtin Ministry (ALP),,"Fraser, Senator JM",Fraser1889,1942-10-17,1943-09-21,
Curtin Ministry (ALP),,"Cameron, Senator D",Cameron1878,1941-10-07,1942-02-21,
Curtin Ministry (ALP),,"Holloway, EJ",Holloway1875,1942-02-21,1943-09-21,
Curtin Ministry (ALP),,"Fraser, Senator JM",Fraser1889,1941-10-07,1942-10-17,
Curtin Ministry (ALP),2,"Curtin, J",Curtin1885,1943-09-21,1945-07-06,
Curtin Ministry (ALP),,"Curtin, J",Curtin1885,1943-09-21,1945-07-06,
Curtin Ministry (ALP),,"Forde, FM",Forde1890,1943-09-21,1945-07-06,
Curtin Ministry (ALP),,"Chifley, JB",Chifley1885,1943-09-21,1945-07-06,
Curtin Ministry (ALP),,"Chifley, JB",Chifley1885,1943-09-21,1945-02-02,
Curtin Ministry (ALP),,"Dedman, JJ",Dedman1896,1945-02-02,1945-07-06,
Curtin Ministry (ALP),,"Evatt, HV",Evatt1894,1943-09-21,1945-07-06,
Curtin Ministry (ALP),,"Beasley, JA",Beasley1895,1943-09-21,1945-02-02,
Curtin Ministry (ALP),,"Ashley, Senator WP",Ashley1881,1945-02-02,1945-07-06,
Curtin Ministry (ALP),,"Makin, NJO",Makin1889,1943-09-21,1945-07-06,
Curtin Ministry (ALP),,"Keane, Senator RV",Keane1881,1943-09-21,1945-07-06,
Curtin Ministry (ALP),,"Holloway, EJ",Holloway1875,1943-09-21,1945-07-06,
Curtin Ministry (ALP),,"Drakeford, AS",Drakeford1878,1943-09-21,1945-07-06,
Curtin Ministry (ALP),,"Scully, WJ",Scully1890,1943-09-21,1945-07-06,
Curtin Ministry (ALP),,"Ashley, Senator WP",Ashley1881,1943-09-21,1945-02-02,
Curtin Ministry (ALP),,"Cameron, Senator D",Cameron1878,1945-02-02,1945-07-06,
Curtin Ministry (ALP),,"Beasley, JA",Beasley1895,1945-02-02,1945-07-06,
Curtin Ministry (ALP),,"Dedman, JJ",Dedman1896,1943-09-21,1945-07-06,
Curtin Ministry (ALP),,"Dedman, JJ",Dedman1896,1943-09-21,1945-02-19,
Curtin Ministry (ALP),,"Collings, Senator JS",Collings1865,1943-09-21,1945-07-06,
Curtin Ministry (ALP),,"Ward, EJ",Ward1899,1943-09-21,1945-07-06,
Curtin Ministry (ALP),,"Fraser, Senator JM",Fraser1889,1943-09-21,1945-07-06,
Curtin Ministry (ALP),,"Frost, CW",Frost1882,1943-09-21,1945-07-06,
Curtin Ministry (ALP),,"Lazzarini, HP",Lazzarini1894,1943-09-21,1945-07-06,
Curtin Ministry (ALP),,"Lazzarini, HP",Lazzarini1894,1945-02-02,1945-07-06,
Curtin Ministry (ALP),,"Cameron, Senator D",Cameron1878,1943-09-21,1945-02-02,
Curtin Ministry (ALP),,"Makin, NJO",Makin1889,1945-02-02,1945-07-06,
Curtin Ministry (ALP),,"Calwell, AA",Calwell1896,1943-09-21,1945-07-06,
Forde Ministry (ALP),,"Forde, FM",Forde1890,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Chifley, JB",Chifley1885,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Evatt, HV",Evatt1894,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Beasley, JA",Beasley1895,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Makin, NJO",Makin1889,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Keane, Senator RV",Keane1881,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Holloway, EJ",Holloway1875,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Drakeford, AS",Drakeford1878,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Scully, WJ",Scully1890,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Ashley, Senator WP",Ashley1881,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Dedman, JJ",Dedman1896,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Collings, Senator JS",Collings1865,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Ward, EJ",Ward1899,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Fraser, Senator JM",Fraser1889,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Frost, CW",Frost1882,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Lazzarini, HP",Lazzarini1894,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Cameron, Senator D",Cameron1878,1945-07-06,1945-07-13,
Forde Ministry (ALP),,"Calwell, AA",Calwell1896,1945-07-06,1945-07-13,
Chifley Ministry (ALP),1,"Chifley, JB",Chifley1885,1945-07-13,1946-11-01,
Chifley Ministry (ALP),,"Chifley, JB",Chifley1885,1945-07-13,1946-11-01,
Chifley Ministry (ALP),,"Forde, FM",Forde1890,1945-07-13,1946-11-01,
Chifley Ministry (ALP),,"Evatt, HV",Evatt1894,1945-07-13,1946-11-01,
Chifley Ministry (ALP),,"Beasley, JA",Beasley1895,1945-07-13,1946-08-14,
Chifley Ministry (ALP),,"Forde, FM",Forde1890,1946-08-15,1946-11-01,
Chifley Ministry (ALP),,"Makin, NJO",Makin1889,1945-07-13,1946-08-15,
Chifley Ministry (ALP),,"Drakeford, AS",Drakeford1878,1946-08-15,1946-11-01,
Chifley Ministry (ALP),,"Dedman, JJ",Dedman1896,1946-08-15,1946-11-01,
Chifley Ministry (ALP),,"Keane, Senator RV",Keane1881,1945-07-13,1946-04-26,
Chifley Ministry (ALP),,"Dedman, JJ",Dedman1896,1946-04-29,1946-06-18,
Chifley Ministry (ALP),,"Fraser, Senator JM",Fraser1889,1946-06-18,1946-11-01,
Chifley Ministry (ALP),,"Holloway, EJ",Holloway1875,1945-07-13,1946-11-01,
Chifley Ministry (ALP),,"Drakeford, AS",Drakeford1878,1945-07-13,1946-11-01,
Chifley Ministry (ALP),,"Scully, WJ",Scully1890,1945-07-13,1946-11-01,
Chifley Ministry (ALP),,"Ashley, Senator WP",Ashley1881,1945-07-13,1946-11-01,
Chifley Ministry (ALP),,"Dedman, JJ",Dedman1896,1945-07-13,1946-11-01,
Chifley Ministry (ALP),,"Collings, Senator JS",Collings1865,1945-07-13,1946-11-01,
Chifley Ministry (ALP),,"Ward, EJ",Ward1899,1945-07-13,1946-11-01,
Chifley Ministry (ALP),,"Fraser, Senator JM",Fraser1889,1945-07-13,1946-06-18,
Chifley Ministry (ALP),,"McKenna, Senator NE",McKenna1895,1946-06-18,1946-11-01,
Chifley Ministry (ALP),,"Frost, CW",Frost1882,1945-07-13,1946-11-01,
Chifley Ministry (ALP),,"Lazzarini, HP",Lazzarini1894,1945-07-13,1946-11-01,
Chifley Ministry (ALP),,"Lazzarini, HP",Lazzarini1894,1945-07-13,1946-02-01,
Chifley Ministry (ALP),,"Cameron, Senator D",Cameron1878,1945-07-13,1946-11-01,
Chifley Ministry (ALP),,"Calwell, AA",Calwell1896,1945-07-13,1946-11-01,
Chifley Ministry (ALP),,"Johnson, HV",Johnson1889,1945-07-13,1946-11-01,
