unique_ID,hansardID,surname,allOtherNames,firstName,commonName,displayName,earlierOrLaterNames,title,gender,birthDate,birthYear,deathDate,comments,wikipedia,adb
Culpin1846,K87,Culpin,Millice,Millice,,,,,male,1846-12-01,,1941-09-01,,,
Cunningham1939,0G4,Cunningham,Barry Thomas,Barry,,,,,male,1939-10-26,,,,,
Cunningham1889,K88,Cunningham,Lucien Lawrence,Lucien,,,,,male,,1889,1948-03-23,,,
Curtin1898,K8B,Curtin,Daniel James,Daniel,,,,,male,1898-02-04,,1980-02-04,,,
Curtin1885,009FQ,Curtin,John Joseph Ambrose,John,,,,,male,1885-01-08,,1945-07-05,,,
Cusack1867,K8G,Cusack,John Joseph,John,,,,,male,,1867,1956-09-08,,,
Daly1912,6V4,Daly,Frederick Michael,Frederick,Fred,,,,male,1912-06-13,,1995-08-02,,,
Danby1955,WF6,Danby,Michael David,Michael,,,,,male,1955-02-16,,,,,
Dankel1864,KC9,Dankel,George,George,,,,,male,1864-03-06,,1926-05-31,,,
Dargavel1966,KP6,Dargavel,Steven John,Steven,,,,,male,1966-06-10,,,,,
Darling1936,UD4,Darling,Elaine Elizabeth,Elaine,,,,,female,1936-06-06,,,,,
D'Ath1970,HVN,D'Ath,Yvette Maree,Yvette,,,,,female,1970-07-26,,,,,
Davidson1897,KCA,Davidson,Charles William,Charles,,,,,male,1897-09-14,,1985-11-29,,,
Davies1919,KCB,Davies,Ronald,Ronald,,,,,male,1919-07-25,,1980-06-05,,,
Davies1884,KCC,Davies,William,William,,,,,male,,1884,1956-02-17,,,
Davis1900,KCD,Davis,Francis John,Francis,,,,,male,1900-04-13,,1980-02-28,,https://en.wikipedia.org/wiki/Frank_Davis_(Australian_politician),
Dawkins1947,90000,Dawkins,John Sydney,John,,,,,male,1947-03-02,,,,,
Deahm1938,LV5,Deahm,Margaret Joan,Margaret,Maggie,,,,female,1938-10-31,,,,,
Deakin1856,009MD,Deakin,Alfred,Alfred,,,,,male,1856-08-03,,1919-10-07,,,
Dean1942,KCE,Dean,Arthur Gordon,Arthur,Gordon,,,,male,1942-06-13,,,,,
Dean1913,LLW,Dean,Roger Levinge,Roger,,,,,male,1913-12-10,,1998-01-07,,,
Debus1943,8IS,Debus,Robert John,Robert,,,,,male,1943-09-16,,,,,
Dedman1896,KCF,Dedman,John Johnstone,John,,,,,male,1896-06-02,,1973-11-22,,,
Dein1889,JUD,Dein,Adam Kemball,Adam,,,,,male,,1889,1969-05-09,,,
Dennis1870,KCH,Dennis,Samuel,Samuel,,,,,male,1870-03-26,,1945-01-28,,,
Devine1923,KCI,Devine,Leonard Thomas,Leonard,,,,,male,1923-10-14,,2008-05-29,,,
Dick1972,53517,Dick,Dugald Milton,Dugald,Milton,,,,male,1972-07-21,,,,,
Dobie1927,3G4,Dobie,James Donald Mathieson,James,Don,,,,male,1927-07-28,,1996-11-25,,,
Dodd1953,EV5,Dodd,Peter George,Peter,,,,,male,1953-10-31,,,,,
Dondas1939,5M6,Dondas,Nicholas Manuel,Nicholas,,,,,male,1939-10-26,,,,,
Downer1951,4G4,Downer,Alexander John Gosse,Alexander,,,,,male,1951-09-09,,,,,
Downer1910,KCK,Downer,Alexander Russell,Alexander,,,,,male,1910-04-07,,1981-03-30,,,
Doyle1922,KCL,Doyle,Francis Edward,Francis,,,,,male,1922-06-17,,1984-03-13,,https://en.wikipedia.org/wiki/Frank_Doyle_(politician),
Drakeford1878,KCM,Drakeford,Arthur Samuel,Arthur,,,,,male,1878-04-26,,1957-06-09,,,
Draper1959,0L6,Draper,Patricia,Patricia,Trish,,,,female,1959-04-02,,,,,
Dreyfus1956,HWG,Dreyfus,Mark Alfred,Mark,,,,,male,1956-10-03,,,,,
Drum1960,56430,Drum,Damian Kevin,Kevin,,,,,male,1960-07-28,,,,https://en.wikipedia.org/wiki/Damian_Drum,
Drummond1890,KCS,Drummond,David Henry,David,,,,,male,1890-02-11,,1965-06-13,,,
Drummond1931,KCT,Drummond,Peter Hertford,Peter,,,,,male,1931-08-21,,2013-12-10,,,
Drury1911,KCU,Drury,Edward Nigel,Edward,,,,,male,1911-05-15,,1984-05-17,,,
Dubois1940,5G4,Dubois,Stephen Cairfield,Stephen,,,,,male,1940-02-01,,,,,
Duffy1938,6G4,Duffy,Michael John,Michael,,,,,male,1938-03-02,,,,,
Duncan1945,7G4,Duncan,Peter,Peter,,,,,male,1945-01-01,,,,,
Duncan-Hughes1882,JY7,Duncan-Hughes,John Grant,John,,,,,male,1882-09-01,,1962-08-13,,,
Duthie1912,KDA,Duthie,Gilbert William Arthur,Gilbert,,,,,male,1912-05-21,,1998-06-13,,,
Dutton1970,00AKI,Dutton,Peter Craig,Peter,,,,,male,1970-11-18,,,,,
Easson1955,RU5,Easson,Mary Louise,Mary,,,,,female,1955-06-16,,,,,
Edmonds1903,KDB,Edmonds,William Frederick,William,,,,,male,1903-10-23,,1968-11-24,,,
Edwards1855,KDD,Edwards,George Bertrand,George,,,,,male,1855-01-30,,1911-02-04,,,
Edwards1946,83R,Edwards,Graham John,Graham,,,,,male,1946-07-18,,,,,
Edwards1927,9G4,Edwards,Harold Raymond,Harold,Harold,,,,male,1927-01-10,,2012-06-26,,,
Edwards1842,KDF,Edwards,Richard,Richard,,,,,male,,1842,1915-10-29,,,
Edwards1945,AG4,Edwards,Ronald Frederick,Ronald,,,,,male,1945-07-02,,,,,
Eggins1898,KDH,Eggins,Eldred James,Eldred,,,,,male,,1898,1952-01-28,,,
Einfeld1909,KDI,Einfeld,Sydney David,Sydney,,,,,male,1909-06-17,,1995-06-16,,,
Eldridge1872,KDJ,Eldridge,John Chambers,John,,,,,male,,1872,1954-04-17,,,
Ellicott1927,YF6,Ellicott,Robert James,Robert,Bob,,,,male,1927-04-15,,,,,
Elliot1967,DZW,Elliot,Maria Justine,Maria,Justine,,,,female,1967-07-29,,,,,
Elliott1954,6T4,Elliott,Robert Paul,Robert,,,,,male,1954-09-24,,,,,
Ellis1946,5K6,Ellis,Annette Louise,Annette,,,,,female,1946-10-13,,,,,
Ellis1977,DZU,Ellis,Katherine Margaret,Katherine,Kate,,,,female,1977-09-22,,,,,
Elson1947,6K6,Elson,Kay Selma,Kay,,,,,female,1947-01-25,,,,https://en.wikipedia.org/wiki/Kay_Elson,
Emerson1954,83V,Emerson,Craig Anthony,Craig,,,,,male,1954-11-15,,,,,
Enderby1926,8H7,Enderby,Keppel Earl,Keppel,Kep,,,,male,1926-06-25,,2015-01-07,,,
England1911,KDN,England,John Armstrong,John,,,,,male,1911-10-12,,1985-06-18,,,
Entsch1950,7K6,Entsch,Warren George,Warren,,,,,male,1950-05-31,,,,,
Erwin1917,KDO,Erwin,George Dudley,George,Dudley,,,,male,1917-08-20,,1984-10-29,,,
Evans1944,VD4,Evans,Gareth John,Gareth,,,,,male,1944-09-05,,,,,
EvansMartyn1953,N36,Evans,Martyn John,Martyn,,,,,male,1953-11-27,,,,,
EvansRichard1953,N36,Evans,Richard David Conroy,Richard,,,,,male,1953-09-07,,,,,
Evans1981,61378,Evans,Trevor Mark,Trevor,,,,,male,1981-08-28,,,,,
Evatt1894,DTN,Evatt,Herbert Vere,Herbert,Herbert,,,,male,1894-04-30,,1965-11-02,,,
Everingham1923,KDP,Everingham,Douglas Nixon,Douglas,,,,Dr,male,1923-06-25,,2017-08-24,,https://en.wikipedia.org/wiki/Doug_Everingham,
Everingham1943,7R5,Everingham,Paul Anthony Edward,Paul,,,,,male,1943-02-04,,,,,
Ewert1918,KDQ,Ewert,Keith Walter Wilson,Keith,,,,,male,1918-04-12,,1989-12-02,,,
Ewing1856,KDR,Ewing,Thomas Thomson,Thomas,,,Later Sir Thomas,,male,1856-10-09,,1920-09-15,,,
Fadden1894,F4T,Fadden,Arthur William,Arthur,Arthur,,Later Sir Arthur,,male,1894-04-13,,1973-04-21,,,
Fahey1945,HQ5,Fahey,John Joseph,John,,,,,male,1945-01-10,,,,,
Failes1899,KDS,Failes,Laurence John,Laurence,,,,,male,1899-10-16,,1976-07-07,,,
Fairbairn1917,KDT,Fairbairn,David Eric,David,,,,,male,1917-03-03,,1994-06-01,,,
Fairbairn1855,JYR,Fairbairn,George,George,,,,,male,1855-03-23,,1943-10-23,,,
Fairbairn1897,KEM,Fairbairn,James Valentine,James,,,,,male,1897-07-28,,1940-08-13,,,
Fairhall1909,KEN,Fairhall,Allen,Allen,,,,,male,1909-11-24,,2006-11-03,,,
Falconer1943,KEO,Falconer,Peter David,Peter,,,,,male,1943-09-23,,,,,
Falinski1970,G86,Falinski,Jason George,Jason,,,,,male,1970-08-24,,,,,
Falkinder1921,KEP,Falkinder,Charles William Jackson,Charles,,,,,male,1921-08-29,,1993-07-11,,,
Falkiner1867,KES,Falkiner,Franc Brereton Sadleir,Franc,,,,,male,,1867,1929-10-30,,https://en.wikipedia.org/wiki/Franc_Falkiner,
Falstein1914,KEU,Falstein,Sydney Max,Sydney,Max,,,,male,1914-05-30,,1967-05-18,,https://en.wikipedia.org/wiki/Max_Falstein,
Farmer1962,00AMO,Farmer,Patrick Francis,Patrick,,,,,male,1962-03-14,,,,,
Fatin1941,WD4,Fatin,Wendy Frances,Wendy,,,,,female,1941-04-10,,,,,
Fawcett1963,DYU,Fawcett,David Julian,David,,,,,male,1963-10-23,,,,,
Feeney1970,I0O,Feeney,David Ian,David,,,,,male,1970-03-05,,,,https://en.wikipedia.org/wiki/David_Feeney,
Fenton1864,KEV,Fenton,James Edward,James,,,,,male,,1864,1950-12-03,,,
Ferguson1952,8T4,Ferguson,Laurie Donald Thomas,Laurie,,,,,male,1952-07-07,,,,https://en.wikipedia.org/wiki/Laurie_Ferguson,
Ferguson1953,LS4,Ferguson,Martin John,Martin,,,,,male,1953-12-12,,,,,
Ferguson1974,DYH,Ferguson,Michael Darrel,Michael,,,,,male,1974-03-23,,,,,
Fife1929,CG4,Fife,Wallace Clyde,Wallace,Wal,,,,male,1929-10-02,,2017-11-16,,,
Filing1955,QT4,Filing,Paul Anthony,Paul,,,,,male,1955-12-20,,,,,
Finlayson1867,KEX,Finlayson,William Fyfe,William,,,,,male,,1867,1955-01-15,,,
Fischer1946,DG4,Fischer,Timothy Andrew,Timothy,,,,,male,1946-05-03,,,,,
Fisher1862,F4N,Fisher,Andrew,Andrew,,,,,male,1862-08-29,,1928-10-22,,,
Fisher1936,EG4,Fisher,Peter Stanley,Peter,,,,,male,1936-09-19,,,,,
Fisken1897,KEZ,Fisken,Archibald Clyde Wanliss,Archibald,,,,,male,1897-03-11,,1970-06-20,,,
Fitzgerald1912,JZB,Fitzgerald,Joseph Francis,Joseph,,,,,male,1912-02-06,,1985-11-01,,,
Fitzgibbon1936,FG4,Fitzgibbon,Eric John,Eric,,,,,male,1936-08-27,,2015-01-24,,,
Fitzgibbon1962,8K6,Fitzgibbon,Joel Andrew,Joel,,,,,male,1962-01-16,,,,,
FitzPatrick1915,KFB,FitzPatrick,John,John,,,,,male,1915-04-24,,1997-07-28,,,
Fleming1874,KFC,Fleming,William Montgomerie,William,,,,,male,1874-05-19,,1961-07-30,,,
Fletcher1965,L6B,Fletcher,Paul William,Paul,,,,,male,1965-01-16,,,,,
Flint1978,245550,Flint,Nicolle Jane,Nicolle,,,,,female,1978-07-15,,,,,
Foley1873,KFF,Foley,George James,George,,,,,male,,1873,1945-10-27,,,
Forbes1923,KFH,Forbes,Alexander James de Burgh,Alexander,Jim,,,,male,1923-12-16,,2019-08-10,,,
Ford1936,RT4,Ford,Frank Allen,Frank,,,,,male,1936-08-10,,,,,
Forde1890,F4U,Forde,Francis Michael,Francis,Frank,,,,male,1890-07-18,,1983-01-28,,https://en.wikipedia.org/wiki/Frank_Forde,
Forrest1847,KFJ,Forrest,John,John,,,Later Lord Forrest,Sir,male,1847-08-22,,1918-09-02,,,
Forrest1949,NV5,Forrest,John Alexander,John,,,,,male,1949-08-24,,,,,
Foster1872,KFN,Foster,Francis James,Francis,,,,,male,,1872,1948-09-09,,,
Foster1921,KFO,Foster,Norman Kenneth,Norman,,,,,male,1921-03-12,,2006-11-19,,,
Foster1856,KFP,Foster,Richard Witty,Richard,,,,,male,1856-08-20,,1932-01-05,,,
Fowler1865,JWG,Fowler,James Mackinnon,James,,,,,male,1865-06-20,,1940-11-03,,,
Fox1912,JWI,Fox,Edmund Maxwell Cameron,Edmund,,,,,male,1912-04-27,,1988-11-27,,,
Foxton1849,JWJ,Foxton,Justin Fox Greenlaw,Justin,,,,,male,1849-09-24,,1916-06-23,,,
Francis1881,JWN,Francis,Frederick Henry,Frederick,,,,,male,,1881,1949-08-15,,,
Francis1873,JWQ,Francis,Grosvenor Arundell,Grosvenor,,,,,male,1873-08-14,,1944-11-30,,,
Francis1890,JWT,Francis,Josiah,Josiah,,,,,male,1890-03-28,,1964-02-22,,,
Fraser1902,JWU,Fraser,Allan Duncan,Allan,,,,,male,1902-09-18,,1977-12-12,,,
Fraser1908,JWX,Fraser,James Reay,James,Jim,,,,male,1908-02-08,,1970-04-01,,,
Fraser1930,QS4,Fraser,John Malcolm,John,Malcolm,,,,male,1930-05-21,,,,,
Frazer1880,JX9,Frazer,Charles Edward,Charles,,,,,male,1880-01-02,,1913-11-25,,,
Free1943,HG4,Free,Ross Vincent,Ross,,,,,male,1943-03-07,,,,,
Freelander1953,265979,Freelander,Michael Randolph,Michael,,,,,male,1953-04-23,,,,,
Freeth1914,JXI,Freeth,Gordon,Gordon,,,,,male,1914-08-06,,2001-11-27,,,
Frost1881,JXL,Frost,Charles William,Charles,,,,,male,,1881,1964-07-22,,,
Fry1920,JXQ,Fry,Kenneth Lionel,Kenneth,Ken,,,,male,1920-11-08,,2007-10-10,,,
Frydenberg1971,FKL,Frydenberg,Joshua Anthony,Joshua,,,,,male,1971-07-17,,,,,
Fuller1893,JYV,Fuller,Arthur Neiberding,Arthur,,,,,male,1893-10-24,,1987-03-21,,,
Fuller1861,JZF,Fuller,George Warburton,George,,,,,male,1861-01-22,,1940-07-22,,,
Fulton1909,JZP,Fulton,William John,William,,,,,male,1909-06-18,,1988-11-15,,,
Fysh1835,JZT,Fysh,Philip Oakley,Philip,,,,Sir,male,1835-03-01,,1919-12-20,,,
Gabb1882,K0A,Gabb,Joel Moses,Joel,,,,,male,,1882,1951-03-06,,,
Gaha1894,K0E,Gaha,John Francis,John,,,,,male,1894-04-14,,1966-03-18,,,
Gallus1943,CU4,Gallus,Christine Ann,Christine,,,,,female,1943-04-06,,,,,
Galvin1911,K97,Galvin,Patrick,Patrick,,,,,male,1911-03-30,,1980-09-24,,,
Gambaro1958,9K6,Gambaro,Teresa,Teresa,,,,,female,1958-11-29,,,,,
Gander1888,K9A,Gander,Joseph Herbert,Joseph,,,,,male,,1888,1954-11-22,,,
Garden1882,K9C,Garden,John Smith,John,,,,,male,1882-08-13,,1969-01-01,,,
Gardner1884,K9H,Gardner,Sydney Lane,Sydney,,,,,male,1884-06-09,,1965-06-23,,,
Garland1934,K9L,Garland,Ransley Victor,Ransley,,,Sir Ransley,,male,1934-05-05,,,,https://en.wikipedia.org/wiki/Victor_Garland,
Garrett1953,HV4,Garrett,Peter Robert,Peter,,,,,male,1953-04-16,,,,,
Garrick1918,L6X,Garrick,Horace James,Horace,,,,,male,1918-08-26,,1982-04-06,,,
Gash1944,AK6,Gash,Joanna,Joanna,,,,,female,1944-07-21,,,,,
Gayler1943,PG4,Gayler,John,John,,,,,male,1943-04-14,,,,,
Gear1947,QG4,Gear,George,George,,,,,male,1947-03-08,,,,,
Gee1968,261393,Gee,Andrew Robert,Andrew,,,,,male,1968-09-13,,,,,
Gellibrand1872,K9S,Gellibrand,John,John,,,,Sir,male,1872-12-05,,1945-06-03,,,
Georganas1959,DZY,Georganas,Steven,Steven,,,,,male,1959-06-13,,,,,
George1947,JH5,George,Jennie,Jennie,,,,,female,1947-08-20,,,,,
Georgiou1947,HM5,Georgiou,Petro,Petro,,,,,male,1947-11-30,,,,,
Gerick1963,83W,Gerick,Jane Frances,Jane,,,,,female,1963-04-23,,2003-12-25,,,
Gibb1843,KAN,Gibb,James,James,,,,,male,1843-06-30,,1919-02-22,,,
Gibbons1887,KAQ,Gibbons,George Albert,George,,,,,male,,1887,1954-08-11,,,
Gibbons1949,83X,Gibbons,Stephen William,Stephen,,,,,male,1949-09-11,,,,,
Gibbs1922,KAR,Gibbs,Wylie Talbot,Wylie,,,,Dr,male,1922-07-26,,,,,
Gibson1935,KAU,Gibson,Adrian,Adrian,,,,,male,1935-11-03,,2015-04-30,,,
Gibson1954,ST4,Gibson,Garrie David,Garrie,,,,,male,1954-10-17,,,,,
Gibson1869,KAY,Gibson,William Gerrand,William,,,,,male,1869-05-20,,1955-05-22,,,
Giles1973,243609,Giles,Andrew James,Andrew,,,,,male,1973-07-31,,,,,
Giles1923,KB8,Giles,Geoffrey O'Halloran,Geoffrey,,,,,male,1923-06-27,,1990-12-18,,,
Gillard1961,83L,Gillard,Julia Eileen,Julia,,,,,female,1961-09-29,,,,,
Gillard1920,KBE,Gillard,Reginald,Reginald,,,,,male,1920-03-13,,2001-08-16,,,
Gillespie1957,72184,Gillespie,David Arthur,David,,,,,male,1957-12-20,,,,,
Gilmore1908,KBF,Gilmore,Thomas Vernon,Thomas,,,,,male,1908-05-07,,1994-11-15,,,
Glynn1855,KCO,Glynn,Patrick McMahon,Patrick,,,,,male,1855-08-25,,1931-10-28,,,
Goodenough1975,74046,Goodenough,Ian Reginald,Ian,,,,,male,1975-07-03,,,,,
Goodluck1933,XD4,Goodluck,Bruce John,Bruce,,,,,male,1933-05-14,,2016-10-24,,,
Gordon1865,KCP,Gordon,David John,David,,,,,male,1865-05-04,,1946-02-12,,,
Gorman1984,74519,Gorman,Patrick,Patrick,,,,,male,1984-12-12,,,,https://en.wikipedia.org/wiki/Patrick_Gorman_(politician),
Gorman1926,YG4,Gorman,Russell Neville Joseph,Russell,,,,,male,1926-07-20,,2017-01-03,,,
Gorton1911,KH5,Gorton,John Grey,John,,,,,male,1911-09-09,,2002-05-19,,,
Gosling1971,245392,Gosling,Luke John Anthony,Luke,,,,,male,1971-09-17,,,,https://en.wikipedia.org/wiki/Luke_Gosling,
Grace1931,ZG4,Grace,Edward Laurence,Edward,,,,,male,1931-03-13,,,,,
Grace1940,ML6,Grace,Elizabeth Jane,Elizabeth,,,,,female,1940-05-27,,,,,
Graham1919,KCQ,Graham,Bruce William,Bruce,,,,,male,1919-08-22,,1995-02-18,,,
Grassby1926,8V4,Grassby,Albert Jaime,Albert,Al,,,,male,1926-07-12,,2005-04-23,,,
Gray1958,8W5,Gray,Gary,Gary,,,,,male,1958-04-30,,,,,
Gray1908,KF5,Gray,George Henry,George,,,,,male,1908-10-02,,1967-08-02,,,
Grayden1920,KF8,Grayden,William Leonard,William,,,,,male,1920-08-05,,,,https://en.wikipedia.org/wiki/Bill_Grayden,
Green1869,KF9,Green,Albert Ernest,Albert,,,,,male,1869-12-21,,1940-10-02,,,
Green1885,KFA,Green,Roland Frederick Herbert,Roland,,,,,male,1885-10-29,,1947-04-27,,,
Greenup1915,KFD,Greenup,Arthur Edward,Arthur,,,,,male,,1915,1980-08-03,,,
Gregory1860,KFE,Gregory,Henry,Henry,,,,,male,1860-03-15,,1940-11-15,,,
Grierson1951,00AMP,Grierson,Sharon Joy,Sharon,,,,,female,1951-05-04,,,,,
Griffin1960,VU5,Griffin,Alan Peter,Alan,,,,,male,1960-02-23,,,,,
Griffiths1952,0H4,Griffiths,Alan Gordon,Alan,,,,,male,1952-09-04,,,,,
Griffiths1903,KFG,Griffiths,Charles Edward,Charles,,,,,male,1903-06-26,,1982-05-17,,,
Griggs1969,220370,Griggs,Natasha Louise,Natasha,,,,,female,1969-01-24,,,,,
Groom1852,KFI,Groom,Arthur Champion,Arthur,,,,,male,1852-11-26,,1922-03-22,,,
Groom1867,KFK,Groom,Littleton Ernest,Littleton,,,Later Sir Littleton,,male,1867-04-22,,1936-11-06,,,
Groom1944,QK5,Groom,Raymond John,Raymond,Ray,,,,male,1944-09-03,,,,,
Groom1833,KFL,Groom,William Henry,William,,,,,male,1833-03-09,,1901-08-08,,,
Gullett1914,KFQ,Gullett,Henry Baynton Somer,Henry,,,,,male,1914-12-16,,1999-08-24,,,
Gullett1878,KFS,Gullett,Henry Somer,Henry,,,Later Sir Henry,,male,1878-03-26,,1940-08-13,,,
Gun1936,KFU,Gun,Richard Townsend,Richard,,,,,male,1936-05-27,,,,,
Guy1890,KFW,Guy,James Allan,James,,,,,male,1890-11-30,,1979-12-16,,,
Haase1945,84T,Haase,Barry Wayne,Barry,,,,,male,1945-11-19,,,,,
Hadley1893,KFX,Hadley,James William,James,,,,,male,,1893,1971-07-16,,,
Halbert1910,KFZ,Halbert,Hugh Victor,Hugh,,,,,male,1910-01-17,,1997-01-31,,,
Hale1969,HWD,Hale,Damian Francis,Damian,,,,,male,1969-12-28,,,,,
Hall1874,L6Z,Hall,David Robert,David,,,,,male,1874-03-05,,1945-09-06,,,
Hall1949,83N,Hall,Jill Griffiths,Jill,,,,,female,1949-11-16,,,,,
Hall1928,2H4,Hall,Raymond Steele,Raymond,Steele,,,,male,1928-11-30,,,,,
Hallett1917,KGA,Hallett,John Mead,John,,,,,male,1917-10-09,,1999-08-09,,,
Halverson1937,3H4,Halverson,Robert George,Robert,,,,,male,1937-10-22,,2016-12-09,,,
Hamer1923,4H4,Hamer,David John,David,,,,,male,1923-09-05,,2002-01-14,,,
Hamilton1899,KGC,Hamilton,Leonard William,Leonard,,,,,male,1899-07-07,,1987-05-31,,,
Hammond1975,80109,Hammond,Timothy Jerome,Timothy,,,,,male,1975-03-25,,,,https://en.wikipedia.org/wiki/Tim_Hammond,
Hampson1865,L77,Hampson,Alfred John,Alfred,,,,,male,,1865,1924-05-19,,,
Hand1942,5H4,Hand,Gerard Leslie,Gerard,,,,,male,1942-06-30,,,,,
Handby1903,KGF,Handby,Herbert Harry,Herbert,,,,,male,1903-09-01,,1991-10-02,,,
Hannan1873,KGG,Hannan,Joseph Francis,Joseph,,,,,male,,1873,1943-03-14,,,
Hansen1922,KGH,Hansen,Brendan Percival,Brendan,,,,,male,1922-08-21,,1999-12-19,,,
Hanson1954,BK6,Hanson,Pauline Lee,Pauline,,,,,female,1954-05-27,,,,,
Hardgrave1960,CK6,Hardgrave,Gary Douglas,Gary,,,,,male,1960-01-05,,,,,
Harding1921,KGL,Harding,Ernest William,Ernest,,,,,male,1921-06-12,,2004-02-03,,,
Harper1842,KNI,Harper,Robert,Robert,,,,,male,1842-02-01,,1919-01-09,,,
Harris1937,KNK,Harris,Graham McDonald,Graham,,,,,male,1937-08-29,,,,,
Harrison1903,KNM,Harrison,Eli James,Eli,,,,,male,1903-10-12,,1976-09-09,,,
Harrison1880,KNT,Harrison,Eric Fairweather,Eric,Eric Fairweather,,,,male,1880-04-16,,1948-04-15,,,
Harrison1892,KNX,Harrison,Eric John,Eric,Eric John,,,,male,,1892,1974-09-26,,,
Hart1960,263070,Hart,Ross Anthony,Ross,,,,,male,1960-06-04,,,,,
Hartnoll1841,KNY,Hartnoll,William,William,,,,,male,1841-04-17,,1932-07-11,,,
Hartsuyker1959,00AMM,Hartsuyker,Luke,Luke,,,,,male,1959-04-28,,,,,
Harvey1946,7H4,Harvey,Elizabeth Robyn,Elizabeth,,,,,female,1946-10-19,,,,,
Haslem1939,KOB,Haslem,John Whitton,John,,,,,male,1939-02-01,,,,,
Hasluck1905,ZL6,Hasluck,Paul Meernaa Caedwalla,Paul,,,,,male,1905-04-01,,1993-01-09,,,
Hastie1982,260805,Hastie,Andrew William,Andrew,,,,,male,1982-09-30,,,,,
Hatton1951,LN6,Hatton,Michael John,Michael,,,,,male,1951-08-25,,,,,
Haviland1952,TU5,Haviland,Christopher Douglas,Christopher,,,,,male,1952-02-27,,,,,
Hawke1977,HWO,Hawke,Alexander George,Alexander,,,,,male,1977-07-09,,,,,
Hawke1929,YD4,Hawke,Robert James Lee,Robert,Bob,,,,male,1929-12-09,,2019-05-16,,,
Hawker1894,KOC,Hawker,Charles Allan Seymour,Charles,,,,,male,1894-05-16,,1938-10-25,,,
Hawker1949,8H4,Hawker,David Peter Maxwell,David,,,,,male,1949-05-01,,,,,
Haworth1905,KGP,Haworth,William Crawford,William,,,,,male,1905-04-15,,1984-12-01,,,
Hay1865,KGV,Hay,Alexander,Alexander,,,,,male,1865-01-08,,1941-05-08,,,
Hayden1933,RK4,Hayden,William George,William,Bill,,,,male,1933-01-23,,,,,
Hayes1955,ECV,Hayes,Christopher Patrick,Christopher,,,,,male,1955-07-17,,,,,
Haylen1899,KGX,Haylen,Leslie Clement,Leslie,,,,,male,,1899,1977-09-12,,,
Hedges1856,KGZ,Hedges,William Noah,William,,,,,male,1856-07-16,,1935-11-21,,,
Heitmann1878,KH8,Heitmann,Edward Ernest,Edward,,,,,male,1878-06-03,,1934-01-30,,,
Henderson1964,ZN4,Henderson,Sarah Moya,Sarah,,,,,female,1964-04-04,,,,,
Hendy1962,00BCM,Hendy,Peter William,Peter,,,,,male,1962-01-10,,,,,
Henry1946,E0L,Henry,Stuart Irwin,Stuart,,,,,male,1946-06-21,,,,,
Henzell1948,ZU5,Henzell,Marjorie Madeline,Marjorie,,,,,female,1948-09-21,,,,,
Hewson1914,KHA,Hewson,Henry Arthur,Henry,,,,,male,1914-12-31,,1999-11-20,,,
Hewson1946,9H4,Hewson,John Robert,John,,,,,male,1946-10-28,,,,,
Hicks1940,AH4,Hicks,Noel Jeffrey,Noel,,,,,male,1940-11-04,,,,https://en.wikipedia.org/wiki/Noel_Hicks,
Higgins1851,KHC,Higgins,Henry Bournes,Henry,,,,,male,1851-06-30,,1929-01-13,,,
Higgs1862,KHE,Higgs,William Guy,William,,,,,male,1862-01-18,,1951-06-11,,,
Hill1973,86256,Hill,Julian Christopher,Julian,,,,,male,1973-06-04,,,,https://en.wikipedia.org/wiki/Julian_Hill,
Hill1866,KHG,Hill,William Caldwell,William,,,,,male,1866-04-14,,1939-11-15,,,
Hoare1963,83Y,Hoare,Kelly Joy,Kelly,,,,,female,1963-07-01,,,,https://en.wikipedia.org/wiki/Kelly_Hoare,
Hockey1965,DK6,Hockey,Joseph Benedict,Joseph,,,,,male,1965-08-02,,,,,
Hodges1937,00ATA,Hodges,John Charles,John,,,,,male,1937-10-03,,,,,
Hodgman1938,BV4,Hodgman,William Michael,William,Michael,,,,male,1938-11-16,,2013-06-19,,,
Hogan1963,218019,Hogan,Kevin John,Kevin,,,,,male,1963-08-11,,,,,
Holder1850,KHI,Holder,Frederick William,Frederick,,,,Sir,male,1850-05-12,,1909-07-23,,,
Holding1931,CH4,Holding,Allan Clyde,Allan,Clyde,,,,male,1931-04-27,,2011-07-31,,https://en.wikipedia.org/wiki/Clyde_Holding,
Hollis1938,DH4,Hollis,Colin,Colin,,,,,male,1938-05-30,,,,,
Holloway1875,KHL,Holloway,Edward James,Edward,,,,,male,,1875,1967-12-03,,,
Holman1871,KHO,Holman,William Arthur,William,,,,,male,1871-08-04,,1934-06-05,,,
Holt1908,009MC,Holt,Harold Edward,Harold,,,,,male,1908-08-05,,1967-12-19,Presumed dead.,,
Holt1914,KHQ,Holt,Robert Wilfred,Robert,,,,,male,1914-06-09,,1985-05-01,,,
Holten1922,KHS,Holten,Rendle McNeilage,Rendle,,,,,male,1922-03-29,,1996-10-12,,,
Horne1939,UU5,Horne,Robert Hodges,Robert,,,,,male,1939-12-18,,,,,
Howard1939,ZD4,Howard,John Winston,John,,,,,male,1939-07-26,,,,,
Howarth1972,247742,Howarth,Luke Ronald,Luke,,,,,male,1972-06-06,,,,,
Howe1936,EH4,Howe,Brian Leslie,Brian,,,,,male,1936-01-28,,,,https://en.wikipedia.org/wiki/Brian_Howe_(politician),
