uniqueID,surname,allOtherNames,firstName,commonName,displayName,earlierOrLaterNames,title,gender,birthDate,birthYear,birthPlace,deathDate,member,senator,wasPrimeMinister,wikidataID,wikipedia,adb,comments
Dittmer1904,Dittmer,Felix Cyril Sigismund,Felix,,"Dittmer, Felix",,,male,1904-06-27,,Dugandan,1977-08-29,0,1,,Q5442184,https://en.wikipedia.org/wiki/Felix_Dittmer,,
Dobie1927,Dobie,James Donald Mathieson,James,Don,"Dobie, Don",,,male,1927-07-28,,Glasgow,1996-11-25,1,0,,Q5292527,https://en.wikipedia.org/wiki/Don_Dobie,,
Dobson1841,Dobson,Henry,Henry,,"Dobson, Henry",,,male,1841-12-24,,Hobart,1918-10-10,0,1,,Q5720381,https://en.wikipedia.org/wiki/Henry_Dobson,,
Dodd1953,Dodd,Peter George,Peter,,"Dodd, Peter",,,male,1953-10-31,,Sydney,,1,0,,Q7173687,https://en.wikipedia.org/wiki/Peter_Dodd,,
Dodson1948,Dodson,Patrick Lionel Djargun,Patrick,Pat,"Dodson, Pat",,,male,1948-01-29,,Broome,,0,1,,Q7146371,https://en.wikipedia.org/wiki/Pat_Dodson,,
Dondas1939,Dondas,Nicholas Manuel,Nicholas,Nick,"Dondas, Nick",,,male,1939-10-26,,Perth,,1,0,,Q15485299,https://en.wikipedia.org/wiki/Nick_Dondas,,
Dooley1884,Dooley,John Braidwood,John,,"Dooley, John",,,male,1884-11-11,,Tumbarumba,1961-08-02,0,1,,Q6229785,https://en.wikipedia.org/wiki/John_Dooley_(politician),,
Downer1843,Downer,John William,John,,"Downer, John",Sir John,,male,1843-07-06,,Adelaide,1915-08-02,0,1,,Q6230006,https://en.wikipedia.org/wiki/John_Downer,,
Downer1910,Downer,Alexander Russell,Alexander,Alick,"Downer, Alick",,,male,1910-04-07,,North Adelaide,1981-03-30,1,0,,Q4714124,https://en.wikipedia.org/wiki/Alick_Downer,,
Downer1951,Downer,Alexander John Gosse,Alexander,,"Downer, Alexander",,,male,1951-09-09,,Adelaide,,1,0,,Q1239291,https://en.wikipedia.org/wiki/Alexander_Downer,,
Doyle1922,Doyle,Francis Edward,Francis,Frank,"Doyle, Frank",,,male,1922-06-17,,Oakey,1984-03-13,1,0,,Q5486290,https://en.wikipedia.org/wiki/Frank_Doyle_(politician),,
Drake1850,Drake,James George,James,,"Drake, James",,,male,1850-04-26,,London,1941-08-01,0,1,,Q6132824,https://en.wikipedia.org/wiki/James_Drake,,
DrakeBrockman1884,Drake-Brockman,Edmund Alfred,Edmund,,"Drake-Brockman, Edmund",,,male,1884-02-21,,Busselton,1949-06-01,0,1,,Q5339420,https://en.wikipedia.org/wiki/Edmund_Drake-Brockman,,
DrakeBrockman1919,Drake-Brockman,Thomas Charles,Thomas,,"Drake-Brockman, Thomas",,,male,1919-05-15,,Toodyay,1992-08-28,0,1,,Q7815647,https://en.wikipedia.org/wiki/Tom_Drake-Brockman,,
Drakeford1878,Drakeford,Arthur Samuel,Arthur,,"Drakeford, Arthur",,,male,1878-04-26,,Fitzroy,1957-06-09,1,0,,Q709139,https://en.wikipedia.org/wiki/Arthur_Drakeford,,
Draper1959,Draper,Patricia,Patricia,Trish,"Draper, Trish",,,female,1959-04-02,,Woodville,,1,0,,Q7843987,https://en.wikipedia.org/wiki/Trish_Draper,,
Dreyfus1956,Dreyfus,Mark Alfred,Mark,,"Dreyfus, Mark",,,male,1956-10-03,,Perth,,1,0,,Q6767411,https://en.wikipedia.org/wiki/Mark_Dreyfus,,
Drum1960,Drum,Damian Kevin,Kevin,,"Drum, Kevin",,,male,1960-07-28,,Shepparton,,1,0,,Q5212240,https://en.wikipedia.org/wiki/Damian_Drum,,
Drummond1890,Drummond,David Henry,David,,"Drummond, David",,,male,1890-02-11,,Lewisham,1965-06-13,1,0,,Q5233082,https://en.wikipedia.org/wiki/David_Drummond_(politician),,
Drummond1931,Drummond,Peter Hertford,Peter,,"Drummond, Peter",,,male,1931-08-21,,Wagga Wagga,2013-12-10,1,0,,Q7173745,https://en.wikipedia.org/wiki/Peter_Drummond_(politician),,
Drury1911,Drury,Edward Nigel,Edward,Nigel,"Drury, Nigel",,,male,1911-05-15,,Clifton,1984-05-17,1,0,,Q7032357,https://en.wikipedia.org/wiki/Nigel_Drury,,
Drury1912,Drury,Arnold Joseph,Arnold,,"Drury, Arnold",,,male,1912-07-23,,Adelaide,1995-10-10,0,1,,Q4795020,https://en.wikipedia.org/wiki/Arnold_Drury,,
Dubois1940,Dubois,Stephen Cairfield,Stephen,,"Dubois, Stephen",,,male,1940-02-01,,Vanuatu,,1,0,,Q7609102,https://en.wikipedia.org/wiki/Stephen_Dubois,,
Duffy1938,Duffy,Michael John,Michael,,"Duffy, Michael",,,male,1938-03-02,,Mildura,,1,0,,Q6829967,https://en.wikipedia.org/wiki/Michael_Duffy_(Australian_politician),,
Duncan1883,Duncan,Walter Leslie,Walter,,"Duncan, Walter",,,male,1883-03-14,,Armidale,1947-05-28,0,1,,Q7964705,https://en.wikipedia.org/wiki/Walter_Leslie_Duncan,,
Duncan1945,Duncan,Peter,Peter,,"Duncan, Peter",,,male,1945-01-01,,Melbourne,,1,0,,Q7173764,https://en.wikipedia.org/wiki/Peter_Duncan_(Australian_politician),,
DuncanHughes1882,Duncan-Hughes,John Grant,John,Jack,"Duncan-Hughes, Jack",,,male,1882-09-01,,Watervale,1962-08-13,1,1,,Q6112211,https://en.wikipedia.org/wiki/Jack_Duncan-Hughes,,
Duniam1982,Duniam,Jonathan Roy,Jonathan,,"Duniam, Jonathan",,,male,1982-12-31,,Launceston,,0,1,,Q25268390,https://en.wikipedia.org/wiki/Jonathon_Duniam,,
Dunn1887,Dunn,James Patrick Digger,James,,"Dunn, James",,,male,1887-08-20,,Liverpool,1945-11-21,0,1,,Q6132955,https://en.wikipedia.org/wiki/James_Dunn_(Australian_politician),,
Dunn1948,Dunn,Patricia Irene Irina,Patricia,Irina,"Dunn, Irina",,,female,1948-03-17,,Shanghai,,0,1,,Q6069791,https://en.wikipedia.org/wiki/Irina_Dunn,,
Durack1926,Durack,Peter Drew,Peter,,"Durack, Peter",,,male,1926-10-20,,Perth,2008-07-13,0,1,,Q7173773,https://en.wikipedia.org/wiki/Peter_Durack,,
Duthie1912,Duthie,Gilbert William Arthur,Gilbert,,"Duthie, Gilbert",,,male,1912-05-21,,Nhill,1998-06-13,1,0,,Q5560501,https://en.wikipedia.org/wiki/Gil_Duthie,,
Dutton1970,Dutton,Peter Craig,Peter,,"Dutton, Peter",,,male,1970-11-18,,Brisbane,,1,0,,Q7173778,https://en.wikipedia.org/wiki/Peter_Dutton,,
Earle1865,Earle,John,John,,"Earle, John",,,male,1865-11-15,,Bridgewater,1932-02-06,0,1,,Q16029310,https://en.wikipedia.org/wiki/John_Earle_(Australian_politician),,
Easson1955,Easson,Mary Louise,Mary,,"Easson, Mary",,,female,1955-06-16,,Melbourne,,1,0,,Q6779376,https://en.wikipedia.org/wiki/Mary_Easson,,
Edmonds1903,Edmonds,William Frederick,William,Bill,"Edmonds, Bill",,,male,1903-10-23,,Charters Towers,1968-11-24,1,0,,Q8008398,https://en.wikipedia.org/wiki/Bill_Edmonds,,
Edwards1842,Edwards,Richard,Richard,,"Edwards, Richard",,,male,,1842,Montgomeryshire,1915-10-29,1,0,,Q7325458,https://en.wikipedia.org/wiki/Richard_Edwards_(Australian_politician),,
Edwards1855,Edwards,George Bertrand,George,,"Edwards, George",,,male,1855-01-30,,Hobart,1911-02-04,1,0,,Q5538899,https://en.wikipedia.org/wiki/George_Edwards_(Australian_politician),,
Edwards1927,Edwards,Harold Raymond,Harold,Harry,"Edwards, Harry",,,male,1927-01-10,,Drummoyne,2012-06-26,1,0,,Q16019373,https://en.wikipedia.org/wiki/Harry_Edwards_(politician),,
Edwards1945,Edwards,Ronald Frederick,Ronald,Ron,"Edwards, Ron",,,male,1945-07-02,,Perth,,1,0,,Q7363728,https://en.wikipedia.org/wiki/Ron_Edwards_(Australian_politician),,
Edwards1946,Edwards,Graham John,Graham,,"Edwards, Graham",,,male,1946-07-18,,Kalgoorlie,,1,0,,Q5592802,https://en.wikipedia.org/wiki/Graham_Edwards_(politician),,
Edwards1962,Edwards,Sean Christopher,Sean,,"Edwards, Sean",,,male,1962-01-02,,Clare,,0,1,,Q7440972,https://en.wikipedia.org/wiki/Sean_Edwards_(politician),,
Eggins1898,Eggins,Eldred James,Eldred,Jim,"Eggins, Jim",,,male,1898-04-07,,Grafton,1952-01-28,1,0,,Q6133411,https://en.wikipedia.org/wiki/Jim_Eggins,,
Eggleston1941,Eggleston,Alan,Alan,,"Eggleston, Alan",,,male,1941-12-30,,Busselton,,0,1,,Q4706579,https://en.wikipedia.org/wiki/Alan_Eggleston,,
Einfeld1909,Einfeld,Sydney David,Sydney,Syd,"Einfeld, Syd",,,male,1909-06-17,,Sydney,1995-06-16,1,0,,Q7659676,https://en.wikipedia.org/wiki/Syd_Einfeld,,
Eldridge1872,Eldridge,John Chambers,John,,"Eldridge, John",,,male,,1872,Kolkata,1954-04-17,1,0,,Q6231555,https://en.wikipedia.org/wiki/John_Eldridge_(politician),,
Ellicott1927,Ellicott,Robert James,Robert,Bob,"Ellicott, Bob",,,male,1927-04-15,,Moree,,1,0,,Q4932363,https://en.wikipedia.org/wiki/Bob_Ellicott,,
Elliot1967,Elliot,Maria Justine,Maria,Justine,"Elliot, Justine",,,female,1967-07-29,,Brisbane,,1,0,,Q6318352,https://en.wikipedia.org/wiki/Justine_Elliot,,
Elliott1878,Elliott,Harold Edward,Harold,,"Elliott, Harold",,,male,1878-06-19,,Charlton,1931-03-23,0,1,,Q13474753,https://en.wikipedia.org/wiki/Harold_Edward_Elliott#Political_service,,
Elliott1884,Elliott,Robert Charles Dunlop,Robert,,"Elliott, Robert",,,male,1884-10-28,,Kyneton,1950-03-06,0,1,,Q7344022,https://en.wikipedia.org/wiki/Robert_Elliott_(Victorian_politician),,Need to double check birthdate.
Elliott1954,Elliott,Robert Paul,Robert,Paul,"Elliott, Paul",,,male,1954-09-24,,Ballina,,1,0,,Q7150487,https://en.wikipedia.org/wiki/Paul_Elliott_(politician),,
Ellis1946,Ellis,Annette Louise,Annette,,"Ellis, Annette",,,female,1946-10-13,,Melbourne,,1,0,,Q4769070,https://en.wikipedia.org/wiki/Annette_Ellis,,
Ellis1977,Ellis,Katherine Margaret,Katherine,Kate,"Ellis, Kate",,,female,1977-09-22,,Melbourne,,1,0,,Q4354268,https://en.wikipedia.org/wiki/Kate_Ellis,,
Ellison1954,Ellison,Christopher Martin,Christopher,Chris,"Ellison, Chris",,,male,1954-06-15,,Bulawayo,,0,1,,Q5106492,https://en.wikipedia.org/wiki/Chris_Ellison_(politician),,
Elson1947,Elson,Kay Selma,Kay,,"Elson, Kay",,,female,1947-01-25,,Brisbane,,1,0,,Q6380180,https://en.wikipedia.org/wiki/Kay_Elson,,
Elstob1924,Elstob,Ronald Charles,Ronald,,"Elstob, Ronald",,,male,1924-11-29,,Toowoomba,,0,1,,Q7363736,https://en.wikipedia.org/wiki/Ron_Elstob,,
Emerson1954,Emerson,Craig Anthony,Craig,,"Emerson, Craig",,,male,1954-11-15,,Baradine,,1,0,,Q5180933,https://en.wikipedia.org/wiki/Craig_Emerson,,
Enderby1926,Enderby,Keppel Earl,Keppel,Kep,"Enderby, Kep",,,male,1926-06-25,,Dubbo,2015-01-07,1,0,,Q20886,https://en.wikipedia.org/wiki/Kep_Enderby,,
England1911,England,John Armstrong,John,,"England, John",,,male,1911-10-12,,Sydney,1985-06-18,1,0,,Q6231793,https://en.wikipedia.org/wiki/John_England_(politician),,
Entsch1950,Entsch,Warren George,Warren,,"Entsch, Warren",,,male,1950-05-31,,Babinda,,1,0,,Q7970178,https://en.wikipedia.org/wiki/Warren_Entsch,,
Erwin1917,Erwin,George Dudley,George,Dudley,"Erwin, Dudley",,,male,1917-08-20,,Winchelsea,1984-10-29,1,0,,Q5311860,https://en.wikipedia.org/wiki/Dudley_Erwin,,
Evans1928,Evans,John Gordon,John,Jack,"Evans, Jack",,,male,1928-11-28,,Southern Cross,2009-10-02,0,1,,Q1677030,https://en.wikipedia.org/wiki/Jack_Evans_(Australian_politician),,
Evans1944,Evans,Gareth John,Gareth,,"Evans, Gareth",,,male,1944-09-05,,Melbourne,,1,1,,Q381902,https://en.wikipedia.org/wiki/Gareth_Evans_(politician),,
Evans1958,Evans,Christopher Vaughan,Christopher,Chris,"Evans, Chris",,,male,1958-05-14,,Cuckfield,,0,1,,Q466583,https://en.wikipedia.org/wiki/Chris_Evans_(Australian_politician),,
Evans1981,Evans,Trevor Mark,Trevor,,"Evans, Trevor",,,male,1981-08-28,,Tweed Heads,,1,0,,Q27435052,https://en.wikipedia.org/wiki/Trevor_Evans_(politician),,
EvansMartyn1953,Evans,Martyn John,Martyn,,"Evans, Martyn",,,male,1953-11-27,,Birmingham,,1,0,,Q6777622,https://en.wikipedia.org/wiki/Martyn_Evans,,
EvansRichard1953,Evans,Richard David Conroy,Richard,,"Evans, Richard",,,male,1953-09-07,,,,1,0,,Q7325546,https://en.wikipedia.org/wiki/Richard_Evans_(Australian_politician),,
Evatt1894,Evatt,Herbert Vere,Herbert,Herbert,"Evatt, Herbert",,,male,1894-04-30,,East Maitland,1965-11-02,1,0,,Q1388459,https://en.wikipedia.org/wiki/H._V._Evatt,,
Everett1917,Everett,Mervyn George,Mervyn,Merv,"Everett, Merv",,,male,1917-10-07,,Sandy Bay,1988-10-27,0,1,,Q6820797,https://en.wikipedia.org/wiki/Merv_Everett,,"ADB and Tassie parliament both have 27th as death date, even though Wikipedia has different: http://www.parliament.tas.gov.au/History/tasparl/everettm557.htm"
Everingham1923,Everingham,Douglas Nixon,Douglas,Doug,"Everingham, Doug",,Dr,male,1923-06-25,,Wauchope,2017-08-24,1,0,,Q5300460,https://en.wikipedia.org/wiki/Doug_Everingham,,
Everingham1943,Everingham,Paul Anthony Edward,Paul,,"Everingham, Paul",,,male,1943-02-04,,Brisbane,,1,0,,Q7150545,https://en.wikipedia.org/wiki/Paul_Everingham,,
Ewert1918,Ewert,Keith Walter Wilson,Keith,,"Ewert, Keith",,,male,1918-04-12,,Brighton,1989-12-02,1,0,,Q6384326,https://en.wikipedia.org/wiki/Keith_Ewert,,
Ewing1856,Ewing,Thomas Thomson,Thomas,,"Ewing, Thomas",Later Sir Thomas,,male,1856-10-09,,Pitt Town,1920-09-15,1,0,,Q7789411,https://en.wikipedia.org/wiki/Thomas_Ewing_(Australian_politician),,
Ewing1870,Ewing,Norman Kirkwood,Norman,,"Ewing, Norman",,,male,1870-12-26,,Wollongong,1928-07-19,0,1,,Q7052200,https://en.wikipedia.org/wiki/Norman_Ewing,,
Fadden1894,Fadden,Arthur William,Arthur,Arthur,"Fadden, Arthur",Later Sir Arthur,,male,1894-04-13,,Ingham,1973-04-21,1,0,1,Q23369,https://en.wikipedia.org/wiki/Arthur_Fadden,,
Fahey1945,Fahey,John Joseph,John,,"Fahey, John",,,male,1945-01-10,,Wellington,,1,0,,Q1700035,https://en.wikipedia.org/wiki/John_Fahey_(politician),,
Failes1899,Failes,Laurence John,Laurence,Laurie,"Failes, Laurie",,,male,1899-10-16,,Coonabarabran,1976-07-07,1,0,,Q6501569,https://en.wikipedia.org/wiki/Laurie_Failes,,
Fairbairn1855,Fairbairn,George,George,,"Fairbairn, George",,,male,1855-03-23,,Geelong,1943-10-23,1,1,,Q5539170,https://en.wikipedia.org/wiki/George_Fairbairn_(politician),,
Fairbairn1897,Fairbairn,James Valentine,James,,"Fairbairn, James",,,male,1897-07-28,,Wadhurst,1940-08-13,1,0,,Q6133743,https://en.wikipedia.org/wiki/James_Fairbairn,,
Fairbairn1917,Fairbairn,David Eric,David,,"Fairbairn, David",,,male,1917-03-03,,Surrey,1994-06-01,1,0,,Q5233527,https://en.wikipedia.org/wiki/David_Fairbairn_(politician),,
Fairhall1909,Fairhall,Allen,Allen,,"Fairhall, Allen",,,male,1909-11-24,,Morpeth,2006-11-03,1,0,,Q661510,https://en.wikipedia.org/wiki/Allen_Fairhall,,
Falconer1943,Falconer,Peter David,Peter,,"Falconer, Peter",,,male,1943-09-23,,Melbourne,,1,0,,Q7173924,https://en.wikipedia.org/wiki/Peter_Falconer,,
Falinski1970,Falinski,Jason George,Jason,,"Falinski, Jason",,,male,1970-08-24,,Manly,,1,0,,Q23939864,https://en.wikipedia.org/wiki/Jason_Falinski,,
Falkinder1921,Falkinder,Charles William Jackson,Charles,Bill,"Falkinder, Bill",,,male,1921-08-29,,Hobart,1993-07-11,1,0,,Q4908944,https://en.wikipedia.org/wiki/Bill_Falkinder,,
Falkiner1867,Falkiner,Franc Brereton Sadleir,Franc,,"Falkiner, Franc",,,male,1867-06-17,,Ararat,1929-10-30,1,0,,Q5478223,https://en.wikipedia.org/wiki/Franc_Falkiner,,
Falstein1914,Falstein,Sydney Max,Sydney,Max,"Falstein, Max",,,male,1914-05-30,,Coffs Harbour,1967-05-18,1,0,,Q6794741,https://en.wikipedia.org/wiki/Max_Falstein,,
Farmer1962,Farmer,Patrick Francis,Patrick,Pat,"Farmer, Pat",,,male,1962-03-14,,Sydney,,1,0,,Q7143427,https://en.wikipedia.org/wiki/Pat_Farmer,,
Farrell1954,Farrell,Donald Edward,Donald,Don,"Farrell, Don",,,male,1954-06-06,,Murray Bridge,,0,1,,Q5292594,https://en.wikipedia.org/wiki/Don_Farrell,,
Faruqi1963,Faruqi,Mehreen Saeed,Mehreen,,"Faruqi, Mehreen",,,female,1963-07-08,,Lahore,,0,1,,Q16728926,https://en.wikipedia.org/wiki/Mehreen_Faruqi,,
Fatin1941,Fatin,Wendy Frances,Wendy,,"Fatin, Wendy",,,female,1941-04-10,,Harvey,,1,0,,Q7982649,https://en.wikipedia.org/wiki/Wendy_Fatin,,
Faulkner1954,Faulkner,John Philip,John,,"Faulkner, John",,,male,1954-04-12,,Leeton,,0,1,,Q466003,https://en.wikipedia.org/wiki/John_Faulkner,,
Fawcett1963,Fawcett,David Julian,David,,"Fawcett, David",,,male,1963-10-23,,Narrabri,,1,1,,Q5233587,https://en.wikipedia.org/wiki/David_Fawcett,,
Feeney1970,Feeney,David Ian,David,,"Feeney, David",,,male,1970-03-05,,Adelaide,,1,1,,Q16213376,https://en.wikipedia.org/wiki/David_Feeney,,
Fenton1864,Fenton,James Edward,James,,"Fenton, James",,,male,1864-02-04,,Avoca,1950-12-03,1,0,,Q6133824,https://en.wikipedia.org/wiki/James_Fenton_(Australian_politician),,
Ferguson1830,Ferguson,John,John,,"Ferguson, John",,,male,1830-03-15,,Kenmore,1906-03-30,0,1,,Q6232973,https://en.wikipedia.org/wiki/John_Ferguson_(Australian_politician),,
Ferguson1943,Ferguson,Alan Baird,Alan,,"Ferguson, Alan",,,male,1943-09-16,,Maitland,,0,1,,Q4706609,https://en.wikipedia.org/wiki/Alan_Ferguson,,
Ferguson1952,Ferguson,Laurie Donald Thomas,Laurie,,"Ferguson, Laurie",,,male,1952-07-07,,Sydney,,1,0,,Q6501571,https://en.wikipedia.org/wiki/Laurie_Ferguson,,
Ferguson1953,Ferguson,Martin John,Martin,,"Ferguson, Martin",,,male,1953-12-12,,Sydney,,1,0,,Q466245,https://en.wikipedia.org/wiki/Martin_Ferguson,,
Ferguson1974,Ferguson,Michael Darrel,Michael,,"Ferguson, Michael",,,male,1974-03-23,,Burnie,,1,0,,Q6830267,https://en.wikipedia.org/wiki/Michael_Ferguson_(Australian_politician),,
Ferricks1875,Ferricks,Myles Aloysius,Myles,,"Ferricks, Myles",,,male,1875-11-12,,Maryborough,1932-08-20,0,1,,Q6947670,https://en.wikipedia.org/wiki/Myles_Ferricks,,
Ferris1941,Ferris,Jeannie Margaret,Jeannie,,"Ferris, Jeannie",,,female,1941-03-14,,Auckland,2007-04-02,0,1,,Q6172338,https://en.wikipedia.org/wiki/Jeannie_Ferris,,
Field1910,Field,Albert Patrick,Albert,Pat,"Field, Pat",,,male,1910-10-11,,Durrington,1990-07-01,0,1,,Q4710194,https://en.wikipedia.org/wiki/Albert_Field,,
Fielding1960,Fielding,Steven,Steven,Steve,"Fielding, Steve",,,male,1960-10-17,,Melbourne,,0,1,,Q16193580,https://en.wikipedia.org/wiki/Steve_Fielding,,
FierravantiWells1960,Fierravanti-Wells,Concetta Anna,Concetta,Connie,"Fierravanti-Wells, Connie",,,female,1960-05-20,,Wollongong,,0,1,,Q5158602,https://en.wikipedia.org/wiki/Concetta_Fierravanti-Wells,,
Fife1929,Fife,Wallace Clyde,Wallace,Wal,"Fife, Wal",,,male,1929-10-02,,Wagga Wagga,2017-11-16,1,0,,Q7961241,https://en.wikipedia.org/wiki/Wal_Fife,,
Fifield1967,Fifield,Mitchell Peter,Mitchell,Mitch,"Fifield, Mitch",,,male,1967-01-16,,Sydney,,0,1,,Q6880868,https://en.wikipedia.org/wiki/Mitch_Fifield,,
Filing1955,Filing,Paul Anthony,Paul,,"Filing, Paul",,,male,1955-12-20,,Wegberg,,1,0,,Q15452941,https://en.wikipedia.org/wiki/Paul_Filing,,
Findley1864,Findley,Edward,Edward,,"Findley, Edward",,,male,1864-09-08,,Bendigo,1947-10-26,0,1,,Q5342902,https://en.wikipedia.org/wiki/Edward_Findley,,
Finlay1887,Finlay,Alexander,Alexander,Alex,"Finlay, Alex",,,male,1887-11-14,,Melbourne,1963-03-02,0,1,,Q16002986,https://en.wikipedia.org/wiki/Alex_Finlay,,
Finlayson1867,Finlayson,William Fyfe,William,,"Finlayson, William",,,male,1867-08-12,,Kilsyth,1955-01-13,1,0,,Q8009052,https://en.wikipedia.org/wiki/William_Finlayson_(Australian_politician),,
Fischer1946,Fischer,Timothy Andrew,Timothy,Tim,"Fischer, Tim",,,male,1946-05-03,,Lockhart,2019-08-22,1,0,,Q7803494,https://en.wikipedia.org/wiki/Tim_Fischer,,
Fisher1862,Fisher,Andrew,Andrew,,"Fisher, Andrew",,,male,1862-08-29,,Crosshouse,1928-10-22,1,0,1,Q314016,https://en.wikipedia.org/wiki/Andrew_Fisher,,
Fisher1936,Fisher,Peter Stanley,Peter,,"Fisher, Peter",,,male,1936-09-19,,Rainbow,,1,0,,Q7173992,https://en.wikipedia.org/wiki/Peter_Fisher_(politician),,
Fisher1962,Fisher,Mary Josephine,Mary,Mary Jo,"Fisher, Mary Jo",,,female,1962-12-25,,Beverley,,0,1,,Q6779926,https://en.wikipedia.org/wiki/Mary_Jo_Fisher,,
Fisken1897,Fisken,Archibald Clyde Wanliss,Archibald,,"Fisken, Archibald",,,male,1897-03-11,,Ballarat,1970-06-20,1,0,,Q4786310,https://en.wikipedia.org/wiki/Archibald_Fisken,,
Fitzgerald1910,Fitzgerald,Joseph Francis,Joseph,Joe,"Fitzgerald, Joe",,,male,1910-01-05,,Randwick,1985-11-01,1,1,,Q16011230,https://en.wikipedia.org/wiki/Joe_Fitzgerald_(politician),,There's a disagreement between the Senate page and wikipedia as to when he was born. I've gone with the Senate page for now (this isn't as obvious a choice as it may seem - the parliament gets a lot wrong e.g. they have the wrong seat for Malcolm Turnbull and the guy was a PM). https://biography.senate.gov.au/fitzgerald-joseph-francis/
Fitzgibbon1936,Fitzgibbon,Eric John,Eric,,"Fitzgibbon, Eric",,,male,1936-08-27,,Taree,2015-01-24,1,0,,Q5386488,https://en.wikipedia.org/wiki/Eric_Fitzgibbon,,
Fitzgibbon1962,Fitzgibbon,Joel Andrew,Joel,,"Fitzgibbon, Joel",,,male,1962-01-16,,Bellingen,,1,0,,Q3180236,https://en.wikipedia.org/wiki/Joel_Fitzgibbon,,
FitzPatrick1915,FitzPatrick,John,John,,"FitzPatrick, John",,,male,1915-04-24,,Broken Hill,1997-07-28,1,0,,Q6233286,https://en.wikipedia.org/wiki/John_FitzPatrick_(Australian_federal_politician),,
Fleming1874,Fleming,William Montgomerie,William,,"Fleming, William",,,male,1874-05-19,,Donald,1961-07-30,1,0,,Q8009150,https://en.wikipedia.org/wiki/William_Fleming_(Australian_politician),,
Fletcher1965,Fletcher,Paul William,Paul,,"Fletcher, Paul",,,male,1965-01-16,,Devizes,,1,0,,Q7150671,https://en.wikipedia.org/wiki/Paul_Fletcher_(politician),,
Flint1978,Flint,Nicolle Jane,Nicolle,,"Flint, Nicolle",,,female,1978-07-15,,Kingston SE,,1,0,,Q25756083,https://en.wikipedia.org/wiki/Nicolle_Flint,,
Foley1872,Foley,George James,George,,"Foley, George",,,male,1872-11-28,,Walhalla,1945-10-27,1,0,,Q5539333,https://en.wikipedia.org/wiki/George_Foley,,
Foll1890,Foll,Hattil Spencer,Hattil,Harry,"Foll, Harry",,,male,1890-05-30,,Brixton,1977-07-07,0,1,,Q16008194,https://en.wikipedia.org/wiki/Harry_Foll,,
Forbes1923,Forbes,Alexander James de Burgh,Alexander,Jim,"Forbes, Jim",,,male,1923-12-16,,Hobart,2019-08-10,1,0,,Q6195021,https://en.wikipedia.org/wiki/Jim_Forbes_(Australian_politician),,
Ford1936,Ford,Frank Allen,Frank,,"Ford, Frank",,,male,1936-08-10,,Adelaide,,1,0,,Q5486654,https://en.wikipedia.org/wiki/Frank_Ford_(Australian_politician),,
Forde1890,Forde,Francis Michael,Francis,Frank,"Forde, Frank",,,male,1890-07-18,,Mitchell,1983-01-28,1,0,1,Q459146,https://en.wikipedia.org/wiki/Frank_Forde,,
Foreman1933,Foreman,Dominic John,Dominic,,"Foreman, Dominic",,,male,1933-08-06,,Clare,,0,1,,Q5290528,https://en.wikipedia.org/wiki/Dominic_Foreman,,
Forrest1847,Forrest,John,John,,"Forrest, John",Later Lord Forrest,Sir,male,1847-08-22,,Bunbury,1918-09-02,1,0,,Q921617,https://en.wikipedia.org/wiki/John_Forrest,,
Forrest1949,Forrest,John Alexander,John,John (Alexander),"Forrest, John (Alexander)",,,male,1949-08-24,,Mildura,,1,0,,Q16136059,https://en.wikipedia.org/wiki/John_Forrest_(Victorian_politician),,
Forshaw1952,Forshaw,Michael George,Michael,,"Forshaw, Michael",,,male,1952-01-11,,,,0,1,,Q6830370,https://en.wikipedia.org/wiki/Michael_Forshaw,,
Foster1856,Foster,Richard Witty,Richard,,"Foster, Richard",,,male,1856-08-20,,Goodmanham,1932-01-05,1,0,,Q7325742,https://en.wikipedia.org/wiki/Richard_Foster_(Australian_politician),,
Foster1872,Foster,Francis James,Francis,,"Foster, Francis",,,male,,1872,Sofala,1948-09-09,1,0,,Q15453295,https://en.wikipedia.org/wiki/Francis_Foster_(Australian_politician),,
Foster1884,Foster,George Matthew,George,,"Foster, George",,,male,,1884,Adelaide,1956-06-06,0,1,,Q5539378,https://en.wikipedia.org/wiki/George_Foster_(Australian_politician),,
Foster1921,Foster,Norman Kenneth,Norman,Norm,"Foster, Norm",,,male,1921-03-12,,Adelaide,2006-11-19,1,0,,Q16017391,https://en.wikipedia.org/wiki/Norm_Foster_(politician),,
Fowler1865,Fowler,James Mackinnon,James,,"Fowler, James",,,male,1865-06-20,,Strathaven,1940-11-03,1,0,,Q6134119,https://en.wikipedia.org/wiki/James_Fowler_(Australian_politician),,Need to double check birthdate.
Fox1912,Fox,Edmund Maxwell Cameron,Edmund,Max,"Fox, Max",,,male,1912-04-27,,Melbourne,1988-11-27,1,0,,Q6794766,https://en.wikipedia.org/wiki/Max_Fox,,
Foxton1849,Foxton,Justin Fox Greenlaw,Justin,,"Foxton, Justin",,,male,1849-09-24,,Melbourne,1916-06-23,1,0,,Q6317599,https://en.wikipedia.org/wiki/Justin_Foxton,,
Francis1873,Francis,Grosvenor Arundell,Grosvenor,,"Francis, Grosvenor",,,male,1873-08-14,,,1944-11-30,1,0,,Q5610636,https://en.wikipedia.org/wiki/Grosvenor_Francis,,
